id,date,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode
1370803820,20140602T000000,629000.0,3,2.0,5000,1.0,0,5,7,800,1920,0,98199
4027701253,20140813T000000,470000.0,4,2.5,30083,2.0,0,3,8,0,1998,0,98155
2324039152,20140818T000000,624000.0,4,1.75,9216,1.0,0,3,8,1270,1961,0,98126
8944460020,20150305T000000,340000.0,4,2.5,5868,2.0,0,3,9,0,2006,0,98030
9169100130,20141007T000000,502000.0,2,1.0,4704,1.5,0,3,8,0,1931,0,98136
952000055,20150206T000000,530000.0,3,1.0,5750,1.5,0,4,7,450,1927,0,98126
8108600442,20150505T000000,254000.0,3,1.0,16800,1.0,0,4,7,0,1957,0,98188
4058200915,20140721T000000,324950.0,3,1.75,6720,1.0,0,3,7,1000,1939,0,98178
7525300240,20150219T000000,750000.0,4,2.25,9602,1.0,0,3,8,870,1974,0,98008
1427300120,20150121T000000,419000.0,3,2.25,16418,1.0,0,3,7,570,1990,0,98053
2424059174,20150508T000000,1999950.0,4,3.25,35006,2.0,0,3,11,740,2015,0,98006
4217401195,20150303T000000,920000.0,5,2.25,6000,1.5,0,3,8,600,1927,0,98105
191100410,20140620T000000,970500.0,3,2.75,10125,2.0,0,3,8,0,1960,2012,98040
9136101335,20140515T000000,613000.0,4,2.0,4815,1.5,0,3,7,0,1909,0,98103
9510920070,20140710T000000,879000.0,4,2.5,22111,2.0,0,3,10,0,1994,0,98075
1180003090,20140906T000000,190000.0,2,1.0,6000,1.0,0,3,6,0,1943,2005,98178
1773101215,20140717T000000,399700.0,4,1.75,4800,1.0,0,4,7,450,1930,0,98106
1952200410,20141119T000000,960000.0,3,2.5,6857,1.0,0,4,9,560,1955,0,98102
2301400540,20141215T000000,734000.0,4,2.25,5000,1.5,0,4,7,840,1925,0,98117
7856410030,20140505T000000,1030000.0,5,2.75,16920,1.0,0,3,9,1500,1976,0,98006
1737100040,20141022T000000,525000.0,3,1.75,7350,1.0,0,3,8,430,1981,0,98033
2505500030,20140703T000000,1127000.0,4,2.5,8281,2.0,0,4,9,0,1995,0,98033
2970800145,20150407T000000,350500.0,3,1.75,5200,1.0,0,3,7,1040,1974,0,98166
4358700186,20141211T000000,275000.0,3,2.25,1488,3.0,0,3,7,0,2009,0,98133
8682281200,20150309T000000,479950.0,2,2.0,6516,1.0,0,3,8,0,2005,0,98053
1900000035,20150505T000000,212000.0,1,1.0,7620,1.0,0,3,6,0,1926,0,98166
1081200350,20141003T000000,320000.0,4,1.75,11180,1.0,0,4,8,0,1968,0,98059
824069173,20140821T000000,600000.0,3,2.5,52272,1.5,0,3,8,0,1974,0,98075
1443500385,20140513T000000,155000.0,2,1.0,6232,1.0,0,3,6,0,1943,0,98118
1387300070,20140825T000000,374000.0,3,1.5,10640,1.0,0,3,7,0,1976,0,98011
1344300090,20150217T000000,856000.0,3,1.5,2700,1.5,0,3,7,0,1928,0,98112
1725800280,20140616T000000,373000.0,3,1.0,5720,1.5,0,4,7,630,1926,0,98126
3205400240,20140513T000000,345000.0,3,1.75,7200,1.0,0,3,7,0,1968,0,98034
3758900220,20141226T000000,1135000.0,4,4.25,17621,2.0,0,3,10,1430,2003,0,98033
1236300146,20150504T000000,570000.0,3,1.5,7287,1.0,0,4,7,0,1965,0,98033
3904990210,20140822T000000,599000.0,4,2.5,6738,2.0,0,4,8,0,1989,0,98029
985001015,20140604T000000,135000.0,1,1.0,13062,1.0,0,3,6,0,1942,0,98168
9485300190,20141009T000000,300000.0,4,2.5,8058,2.0,0,3,8,0,1992,0,98031
2044500201,20140609T000000,435000.0,3,2.25,7200,1.0,0,4,7,660,1973,0,98125
4131900066,20140825T000000,3100000.0,3,3.0,13085,2.0,1,4,11,0,1996,0,98040
302000375,20150506T000000,250000.0,3,2.0,18304,1.0,0,4,7,0,1953,0,98001
9359300220,20140623T000000,725000.0,4,2.5,30410,2.0,0,3,9,0,1988,0,98077
3876810170,20150505T000000,329000.0,3,1.0,9600,1.0,0,4,7,0,1970,0,98072
8647600020,20141111T000000,749950.0,4,2.5,123600,2.0,0,3,10,0,2005,0,98053
1741700040,20150113T000000,725000.0,3,1.0,19969,1.0,0,3,7,0,1951,0,98033
2270000070,20141030T000000,280000.0,4,2.5,4350,2.0,0,3,7,0,2003,0,98056
8665200020,20140623T000000,389800.0,3,1.75,12821,1.0,0,3,7,0,1959,0,98155
1109000390,20150310T000000,420000.0,3,1.5,4600,2.0,0,3,8,640,1920,1995,98118
824059324,20150325T000000,1450000.0,4,3.5,8301,2.0,0,3,10,840,2008,0,98004
3356404330,20141119T000000,206000.0,4,2.0,7560,1.0,0,3,7,0,1959,0,98001
2926049376,20150420T000000,220000.0,2,1.0,10423,1.5,0,3,7,0,1965,0,98125
519000043,20140714T000000,602000.0,3,2.5,3804,2.0,0,3,8,0,1998,0,98122
1727850350,20141112T000000,1190000.0,4,2.5,12164,1.5,0,4,11,0,1984,0,98005
9510970050,20140901T000000,583000.0,4,2.5,4011,2.0,0,3,9,0,2005,0,98052
1442860160,20150107T000000,380000.0,3,2.5,10255,2.0,0,4,8,0,1985,0,98058
3971700390,20150406T000000,368888.0,3,1.5,12186,1.0,0,4,7,0,1950,0,98155
3298700941,20140905T000000,260000.0,3,1.0,4592,1.0,0,3,6,400,1950,0,98106
6132600221,20140519T000000,367000.0,2,1.0,2334,1.0,0,3,7,0,1945,0,98117
1854900240,20140528T000000,655000.0,4,2.5,5669,2.0,0,3,8,0,2003,0,98074
2481600110,20140525T000000,675000.0,3,3.0,28000,1.0,0,3,10,1160,1981,0,98052
4443800385,20140818T000000,410000.0,2,1.0,4080,1.0,0,3,7,430,1949,0,98117
2725069164,20140805T000000,785000.0,4,2.5,9374,2.0,0,3,9,0,2003,0,98074
2124049254,20140717T000000,235000.0,2,1.0,5600,1.0,0,3,6,0,1903,0,98108
1023059511,20141020T000000,527000.0,4,2.5,6736,2.0,0,3,8,0,2013,0,98059
1565900070,20140721T000000,246500.0,3,2.0,8919,1.0,0,3,7,0,1992,0,98022
472000015,20140516T000000,490000.0,2,1.0,5000,1.0,0,4,8,0,1937,0,98117
2767600921,20140623T000000,405000.0,2,1.0,2599,1.0,0,4,6,0,1901,0,98107
2768200213,20140724T000000,529000.0,2,2.5,1395,2.0,0,3,8,330,2014,0,98107
2722069077,20150409T000000,430000.0,3,2.5,39553,1.0,0,3,7,0,2012,0,98038
1023089085,20140804T000000,390000.0,3,1.75,15170,1.0,0,3,7,0,1965,0,98045
9407150360,20150306T000000,259875.0,5,2.5,6250,2.0,0,3,7,0,1996,0,98038
4364700105,20140804T000000,330000.0,3,1.0,7620,1.0,0,3,7,0,1953,0,98126
9407001320,20140522T000000,295000.0,4,2.0,10640,1.0,0,5,7,0,1978,0,98045
9407100730,20150129T000000,329000.0,3,1.75,10725,1.0,0,3,7,0,1980,0,98045
8724300010,20140909T000000,548000.0,4,3.25,5012,2.0,0,3,10,1090,2008,0,98019
224069195,20140616T000000,759950.0,3,2.5,23790,2.0,0,3,9,0,2002,0,98075
1862400541,20150228T000000,579950.0,3,2.5,1585,3.0,0,3,7,0,2014,0,98117
3342700371,20140609T000000,539950.0,3,2.25,7149,1.0,0,4,8,950,1963,0,98056
1442700430,20140808T000000,499950.0,5,2.5,23809,1.0,0,3,9,0,1978,0,98038
2158900095,20141027T000000,605000.0,2,1.0,3200,1.5,0,3,8,0,1927,0,98112
2597520090,20140622T000000,810000.0,4,2.5,10613,2.0,0,3,9,0,1989,0,98006
8019200823,20150209T000000,259000.0,4,1.5,9000,1.5,0,3,7,0,1960,0,98168
9396700028,20140722T000000,358000.0,2,2.5,987,2.0,0,3,7,276,2007,0,98136
2025059026,20150225T000000,1980000.0,4,3.5,44384,1.0,0,3,12,1160,1990,0,98004
3438501150,20140728T000000,300000.0,3,2.0,7598,1.0,0,5,6,0,1947,0,98106
1402600700,20140721T000000,359900.0,4,2.25,7698,2.0,0,3,8,0,1983,0,98058
546000930,20140630T000000,669500.0,4,2.25,4046,1.5,0,4,7,980,1940,0,98117
5417600130,20150512T000000,301000.0,2,1.0,9000,1.0,0,3,5,0,1923,0,98065
8929000170,20140616T000000,357186.0,2,1.75,1040,2.0,0,3,8,0,2014,0,98029
865100055,20140612T000000,900000.0,4,2.25,44431,1.0,0,4,9,0,1957,0,98007
9103000365,20140620T000000,915000.0,3,3.25,4000,2.0,0,3,9,490,2003,0,98122
7603100020,20140805T000000,969000.0,4,2.0,5000,2.0,0,5,8,250,1919,0,98116
1862400517,20140813T000000,350000.0,3,2.0,1298,3.0,0,3,7,0,1995,0,98117
9560800040,20140716T000000,485000.0,3,2.5,11034,2.0,0,4,8,0,1987,0,98072
6855700115,20140626T000000,357250.0,3,1.5,8840,1.0,0,4,6,0,1952,0,98125
1003400245,20141201T000000,179950.0,3,1.0,9907,1.0,0,3,7,0,1954,0,98188
7852011040,20140521T000000,589000.0,4,2.5,5776,2.0,0,3,8,0,1998,0,98065
3959401284,20140626T000000,440000.0,3,1.5,6290,1.0,0,4,8,900,1949,0,98108
3101500090,20141017T000000,400000.0,4,1.0,4000,1.5,0,3,6,1010,1921,0,98144
5457800740,20150407T000000,1000000.0,3,1.75,6360,2.0,0,3,8,480,1924,0,98109
1972201960,20140825T000000,513000.0,3,2.25,1312,3.0,0,3,8,0,2007,0,98103
7985400089,20140515T000000,275000.0,4,2.5,1562,2.0,0,3,7,440,2004,0,98106
1786640030,20150202T000000,359950.0,3,2.0,7212,1.0,0,4,8,0,1998,0,98042
5191100180,20141106T000000,1005000.0,5,2.0,3080,2.0,0,4,8,0,1910,0,98112
1672000020,20141126T000000,711800.0,4,2.25,16650,1.0,0,4,8,0,1965,0,98006
9478400080,20140512T000000,750000.0,4,2.5,4930,2.0,0,3,9,90,2000,0,98006
4268200055,20150501T000000,245000.0,3,1.75,11547,1.0,0,3,7,0,1954,0,98178
5249804510,20140716T000000,655000.0,3,2.0,4800,1.5,0,4,8,0,1927,0,98118
7905400040,20140711T000000,206000.0,3,1.75,9800,1.0,0,4,7,0,1968,0,98001
3630220180,20140708T000000,812000.0,4,3.5,3634,2.0,0,3,9,620,2007,0,98029
7856560480,20140808T000000,635000.0,3,2.5,11000,1.0,0,4,8,570,1980,0,98006
8155830060,20140811T000000,297000.0,3,2.25,7562,2.0,0,3,7,0,1994,0,98056
2194100050,20140929T000000,850000.0,4,2.5,11652,2.0,0,3,9,0,1977,0,98040
6430500291,20150212T000000,565000.0,3,1.0,4080,1.5,0,4,7,0,1928,0,98103
3223059141,20140509T000000,360000.0,2,1.0,81892,1.0,0,3,7,240,1956,0,98055
9542200220,20150213T000000,810000.0,6,2.75,9500,1.0,0,4,10,1790,1970,0,98005
7663700150,20140822T000000,635000.0,4,3.25,7200,2.0,0,3,9,970,1978,0,98155
7979900440,20150512T000000,600000.0,2,1.75,13054,1.0,0,3,7,0,1951,0,98155
1024039001,20140717T000000,1000000.0,4,2.75,16538,3.0,0,4,8,500,1919,1987,98116
1332700200,20150426T000000,359000.0,3,2.25,1968,2.0,0,4,7,790,1979,0,98056
6381501965,20140612T000000,430000.0,4,1.75,6000,1.0,0,4,6,780,1947,0,98125
2641800060,20150427T000000,239000.0,3,1.0,8571,1.0,0,3,6,0,1950,0,98146
7708210050,20140610T000000,525000.0,5,2.75,8364,2.0,0,3,9,0,2006,0,98059
2207200675,20140502T000000,419000.0,3,1.5,6700,1.0,0,4,7,0,1956,0,98007
6018500015,20140711T000000,199990.0,2,1.0,6430,1.0,0,3,6,0,1935,1997,98022
6056100160,20140728T000000,182568.0,4,1.5,2106,2.0,0,3,7,0,2014,0,98108
4376800010,20140814T000000,610000.0,4,2.25,9021,2.0,0,4,8,0,1973,0,98052
1250200552,20150312T000000,399950.0,3,2.5,1320,2.0,0,3,7,330,2007,0,98144
4113800410,20140603T000000,640000.0,3,2.5,11172,2.0,0,3,9,0,1993,0,98056
1102000527,20140902T000000,1437500.0,4,3.75,9231,3.0,0,3,11,0,2001,0,98118
3526069070,20140528T000000,799000.0,4,3.0,209523,2.0,0,3,8,0,1984,0,98053
3329520410,20140505T000000,245000.0,3,1.75,9306,1.0,0,3,7,920,1984,0,98001
2193300390,20140923T000000,624000.0,4,3.25,11250,1.0,0,3,8,1130,1980,0,98052
3262300555,20140708T000000,2458000.0,4,5.25,14986,2.0,0,3,11,1320,2001,0,98039
1223089016,20140718T000000,325000.0,3,2.25,49658,1.0,0,3,7,680,1978,0,98045
2451000070,20150402T000000,1400000.0,4,2.5,8879,2.0,0,3,9,0,2001,0,98004
2924079034,20140925T000000,332220.0,3,1.5,47480,1.0,0,3,7,1220,1953,0,98024
2724069010,20150430T000000,305000.0,2,1.0,8276,1.0,0,3,5,0,1939,0,98027
1121039059,20140522T000000,503000.0,2,1.75,59612,1.0,1,3,8,1350,1948,2003,98023
4027700014,20150225T000000,665000.0,3,3.5,14155,2.0,0,3,8,560,2014,0,98155
2395710070,20140725T000000,340000.0,4,2.25,6791,2.0,0,3,8,0,2005,0,98038
1552520010,20140801T000000,405000.0,3,2.5,9636,2.0,0,3,7,0,1994,0,98011
1115300270,20150428T000000,900000.0,6,3.75,6105,2.0,0,3,9,930,2008,0,98059
510002506,20140825T000000,459500.0,2,1.5,1079,3.0,0,3,7,0,2003,0,98103
5693500846,20150420T000000,667000.0,3,1.75,1921,3.0,0,3,8,0,2007,0,98103
2138000120,20140626T000000,435000.0,4,2.75,8751,1.0,0,3,7,600,1962,0,98011
6021501920,20140627T000000,672500.0,3,2.25,5300,1.5,0,4,7,1150,1939,0,98117
1250202430,20140611T000000,799000.0,3,1.5,6300,1.5,0,5,8,0,1916,0,98144
4139420370,20140811T000000,1760000.0,4,5.0,21630,1.0,0,4,12,2500,1996,0,98006
2540700110,20150212T000000,1905000.0,4,3.5,18564,2.0,0,3,11,0,2001,0,98039
777100005,20141122T000000,1650000.0,3,2.25,6203,1.0,1,5,7,1130,1959,0,98074
2475200290,20141020T000000,332544.0,2,1.75,4187,1.0,0,3,7,0,1987,0,98055
1685200110,20140916T000000,225000.0,3,1.75,14182,1.0,0,4,7,510,1978,0,98092
8682260470,20140619T000000,437000.0,2,1.75,4225,1.0,0,3,8,0,2005,0,98053
731500320,20141110T000000,282000.0,4,2.5,2552,2.0,0,3,8,0,2009,0,98030
2011400021,20140701T000000,392000.0,5,2.25,32481,1.5,0,3,8,1500,1958,0,98198
1061500630,20150205T000000,359900.0,5,2.75,7600,1.5,0,4,7,0,1965,0,98056
4137010540,20150401T000000,220000.0,3,2.5,11900,2.0,0,3,8,0,1990,0,98092
2781200010,20141010T000000,419000.0,4,2.5,9155,2.0,0,3,9,0,2005,0,98038
4060000440,20150204T000000,241000.0,3,1.0,6050,1.0,0,3,6,0,1945,0,98178
2645500013,20140624T000000,336500.0,3,1.0,7284,1.0,0,3,7,510,1963,0,98133
1137500090,20140814T000000,763776.0,4,2.5,16139,2.0,0,3,9,0,1989,0,98075
3426049153,20141110T000000,438200.0,2,2.0,5643,1.0,0,3,7,0,1954,0,98115
8861000235,20150324T000000,825000.0,4,2.75,11925,1.0,0,3,7,660,1953,1985,98004
1626069139,20140821T000000,462500.0,3,2.25,51400,1.0,0,3,7,960,1977,0,98077
2781280300,20141016T000000,249900.0,3,2.5,3517,2.0,0,3,8,0,2005,0,98055
8566100200,20140508T000000,980000.0,5,2.5,11470,1.0,0,4,9,1380,1971,0,98040
326049060,20140909T000000,660000.0,3,2.5,11250,2.0,0,3,9,0,2005,0,98155
2026049326,20140707T000000,500000.0,3,2.5,3012,2.0,0,3,9,0,2011,0,98133
5416510060,20150306T000000,367000.0,4,2.5,6219,2.0,0,3,9,0,2006,0,98038
4388000260,20150330T000000,200000.0,3,1.0,10132,1.0,0,4,7,0,1970,0,98023
2569500210,20141117T000000,339950.0,0,2.5,8319,2.0,0,3,8,0,1985,0,98042
8718500095,20150507T000000,415000.0,3,1.5,9046,1.0,0,3,7,0,1956,0,98028
1552520070,20141202T000000,425000.0,3,2.5,10762,1.0,0,3,7,0,1994,0,98011
6300000396,20141216T000000,375000.0,3,1.75,5060,1.0,0,3,7,0,1986,0,98133
9269200520,20141016T000000,310000.0,1,1.0,4920,1.0,0,3,5,0,1920,0,98126
7549801140,20141020T000000,260000.0,2,1.0,6720,1.0,0,3,6,0,1916,0,98108
7915100490,20140812T000000,589000.0,4,1.75,4862,1.0,0,5,7,860,1919,0,98116
2624079010,20150429T000000,750000.0,5,3.5,212137,2.0,0,3,8,540,1994,0,98024
1898600050,20140722T000000,257500.0,4,1.5,9323,1.0,0,4,7,0,1968,0,98023
5062300280,20150416T000000,150000.0,3,1.0,6488,1.5,0,3,5,0,1928,0,98014
1036000080,20141009T000000,525000.0,3,1.75,8000,1.0,0,4,8,0,1968,0,98052
3825311190,20140725T000000,678000.0,3,2.5,5964,2.0,0,3,9,0,2003,0,98052
4278900055,20140528T000000,599000.0,4,2.75,2750,1.0,0,3,8,1010,1917,2014,98122
2944000050,20150422T000000,995000.0,4,3.25,20012,2.0,0,3,11,0,1986,0,98052
3211700045,20150128T000000,592000.0,4,2.5,11165,2.0,0,4,8,0,1979,0,98008
7996700220,20150430T000000,375000.0,2,2.25,2240,2.0,0,3,8,0,1980,0,98133
1653500070,20140512T000000,927000.0,4,2.75,12090,2.0,0,3,8,0,1953,0,98004
9323610260,20140825T000000,828000.0,4,2.5,10841,1.0,0,4,8,620,1979,0,98006
9521101055,20140827T000000,720000.0,4,1.75,5000,1.5,0,5,8,460,1917,0,98103
1732800780,20150212T000000,3065000.0,5,3.0,7500,2.5,0,5,11,640,1909,0,98119
8835220090,20140807T000000,313500.0,3,2.25,3488,2.0,0,4,7,0,1983,0,98034
430000035,20140705T000000,671000.0,4,3.0,5700,1.5,0,3,7,1380,1953,0,98115
1450100420,20140620T000000,205000.0,3,1.0,7314,1.0,0,5,6,0,1960,0,98002
2767602855,20150429T000000,750000.0,5,3.5,2323,3.0,0,3,9,0,2007,0,98107
1861100267,20140918T000000,580000.0,3,2.75,1521,2.0,0,3,9,300,2009,0,98119
8691440440,20141003T000000,882990.0,4,3.5,6562,2.0,0,3,10,0,2014,0,98075
3034200067,20141218T000000,620000.0,4,2.5,9260,2.0,0,3,8,0,2008,0,98133
9268850350,20150319T000000,304500.0,4,2.0,942,3.0,0,3,7,0,2008,0,98027
2126079046,20150407T000000,390000.0,3,1.75,216332,1.0,0,3,7,0,1981,0,98019
3205500230,20140811T000000,381000.0,3,1.75,7216,1.0,0,3,7,0,1969,0,98034
7889601320,20140725T000000,115000.0,2,1.0,6000,1.0,0,3,6,0,1943,0,98146
1523560030,20150325T000000,689000.0,4,2.5,6069,2.0,0,3,9,0,1999,0,98052
5029451080,20140821T000000,203000.0,2,1.0,6650,1.0,0,3,7,470,1980,0,98023
5111400086,20140512T000000,110000.0,3,1.0,53143,1.0,0,5,6,0,1945,0,98038
984210120,20140620T000000,359900.0,5,2.25,7420,1.0,0,3,7,1000,1973,0,98058
1123049126,20141203T000000,227000.0,3,1.0,10035,1.0,0,3,7,0,1959,0,98178
6865200831,20140507T000000,475000.0,2,1.0,2723,1.0,0,3,7,0,1921,0,98103
9550204620,20150512T000000,475000.0,3,1.75,3825,1.5,0,3,7,0,1925,0,98105
705710640,20150302T000000,319950.0,3,2.5,7000,2.0,0,3,7,0,1996,0,98038
9328510100,20140911T000000,699000.0,4,2.5,7312,2.0,0,3,9,0,1988,0,98008
5608030020,20150203T000000,600000.0,5,3.5,16846,2.0,0,3,9,720,1998,0,98027
2923501130,20140722T000000,588000.0,4,2.25,7344,2.0,0,3,8,0,1977,0,98027
2125059112,20150326T000000,1003000.0,5,2.5,50094,2.0,0,4,9,0,1969,0,98005
3425059141,20140528T000000,999000.0,7,4.0,34830,1.0,0,3,9,0,1957,2005,98007
9129100040,20140825T000000,1000000.0,4,3.25,8587,3.0,0,3,11,370,2008,0,98103
1502400140,20150429T000000,275900.0,3,1.75,8400,1.0,0,3,7,0,1967,0,98003
6450300673,20141231T000000,310000.0,3,2.0,1361,3.0,0,3,7,0,2003,0,98133
5014000100,20140924T000000,537000.0,4,2.0,6413,1.0,0,4,7,860,1950,0,98116
2595300210,20141106T000000,473600.0,4,1.5,8400,1.0,0,3,7,700,1969,0,98136
3347400525,20141216T000000,147000.0,3,1.0,14000,1.0,0,3,7,0,1960,0,98178
8682231170,20150429T000000,554000.0,2,2.0,6045,1.0,0,3,8,0,2003,0,98053
7579200767,20141105T000000,435000.0,2,2.0,1170,2.0,0,3,9,480,2004,0,98116
3630060040,20140911T000000,285000.0,2,1.0,3088,1.0,0,3,7,0,2005,0,98029
4006000307,20140916T000000,155000.0,2,1.0,4755,1.0,0,3,7,0,1980,0,98118
1865820300,20150311T000000,205000.0,3,1.0,8342,1.0,0,4,7,0,1976,0,98042
9285800801,20140926T000000,364500.0,3,1.0,4489,1.0,0,3,6,800,1944,0,98126
3336001470,20140619T000000,311000.0,3,1.75,3000,1.5,0,5,7,830,1903,0,98118
3582700070,20141205T000000,356500.0,4,1.75,9670,1.0,0,3,7,400,1959,0,98028
8645500900,20140620T000000,279000.0,4,2.0,7700,1.0,0,3,7,1100,1979,0,98058
1024000109,20140710T000000,295000.0,2,1.0,4459,1.0,0,3,5,0,1915,0,98116
5072410070,20141021T000000,505000.0,3,1.75,8690,2.0,0,5,8,0,1973,0,98166
3582750120,20140715T000000,409000.0,2,2.25,2128,2.0,0,4,8,0,1974,0,98028
6843600040,20140702T000000,475000.0,4,2.5,7260,2.0,0,4,7,0,1963,0,98133
6071300550,20140822T000000,600000.0,4,2.5,9135,1.0,0,4,8,770,1967,0,98006
3404700080,20141112T000000,476800.0,3,1.75,43700,1.5,0,4,6,0,1919,0,98052
3336000230,20150323T000000,230005.0,2,1.0,6000,1.0,0,2,7,200,1951,0,98118
2450500110,20140508T000000,780000.0,4,1.75,9195,1.0,0,3,7,1090,1950,0,98004
4443800130,20141024T000000,320000.0,2,1.0,5820,1.0,0,3,7,0,1918,1976,98117
713500020,20150421T000000,1387000.0,4,4.5,24767,2.0,0,3,11,690,1998,0,98006
6791400800,20150413T000000,347500.0,3,1.0,12036,1.0,0,3,7,280,1977,0,98042
7202380340,20140903T000000,449000.0,3,2.5,3827,2.0,0,3,7,0,2005,0,98053
3824100211,20140626T000000,370000.0,3,1.5,14500,1.0,0,4,7,530,1961,0,98028
7454001090,20150309T000000,307000.0,3,1.0,6552,1.0,0,3,6,100,1942,0,98146
6096500105,20150430T000000,1545000.0,4,2.25,3000,2.0,0,3,7,560,1908,0,98109
2071700010,20141119T000000,340000.0,3,2.25,7434,1.0,0,3,7,950,1963,0,98133
291300280,20150218T000000,310000.0,2,2.5,923,2.0,0,3,7,0,2004,0,98027
3438500339,20140526T000000,276000.0,3,1.0,5000,1.0,0,3,7,0,1960,0,98106
3124059023,20150213T000000,1955000.0,3,1.75,12566,1.0,1,4,8,1390,1960,0,98040
9238510220,20141028T000000,526500.0,3,2.5,43170,2.0,0,3,8,0,1986,0,98072
3298700820,20141024T000000,160000.0,3,1.75,5355,1.0,0,3,6,0,1950,0,98106
8964800445,20150209T000000,2260000.0,3,3.5,14872,1.0,0,3,10,0,2003,0,98004
6145600557,20140509T000000,212000.0,2,1.5,1525,2.0,0,3,7,0,2004,0,98133
1773100921,20141215T000000,312500.0,3,3.25,983,2.0,0,3,8,300,2013,0,98106
293620220,20150421T000000,797500.0,4,2.5,8223,2.0,0,3,10,0,1998,0,98075
871001105,20141022T000000,845000.0,4,2.75,7143,1.5,0,3,8,1060,1933,0,98199
1438000440,20140724T000000,515805.0,5,2.75,4136,2.0,0,3,8,0,2014,0,98059
6127600036,20141105T000000,799000.0,4,2.75,6820,2.0,0,4,7,250,1945,0,98115
3885804260,20141024T000000,1375000.0,4,3.5,9523,2.0,0,3,10,1040,1996,0,98033
2484200171,20140714T000000,575000.0,4,1.5,7140,1.0,0,3,8,1320,1954,0,98136
424500100,20141008T000000,189900.0,2,1.0,5600,1.0,0,5,6,0,1955,0,98056
8024202170,20140820T000000,510000.0,3,2.25,6183,1.0,0,3,7,1130,1929,0,98115
7852180340,20140930T000000,430000.0,3,2.5,6699,2.0,0,3,7,0,2003,0,98065
6067910130,20150325T000000,526000.0,3,2.25,18099,1.0,0,4,8,750,1978,0,98006
6381500090,20150220T000000,295000.0,4,1.0,7800,1.5,0,3,7,0,1947,2007,98125
2301400470,20140908T000000,635000.0,3,1.75,5000,1.0,0,3,7,510,1948,0,98117
7882600326,20141203T000000,1135000.0,5,3.75,11237,2.0,0,3,10,1770,2006,0,98033
9407101900,20140717T000000,280000.0,3,1.0,11050,1.0,0,3,7,0,1981,0,98045
2005300140,20150330T000000,220000.0,4,2.0,10507,1.5,0,4,6,0,1959,0,98030
3902100150,20150202T000000,490000.0,5,2.0,4500,1.5,0,3,8,0,1938,0,98116
5095400760,20140623T000000,337000.0,3,1.75,12750,1.0,0,3,7,0,1993,0,98059
3822200164,20140819T000000,423500.0,3,2.25,7498,1.0,0,3,7,700,1987,0,98125
5648600010,20150426T000000,290000.0,3,2.5,6860,2.0,0,3,7,0,1995,0,98055
3332000615,20150422T000000,389000.0,3,1.0,3740,1.5,0,3,6,0,1903,0,98118
9178600810,20141217T000000,578500.0,3,1.0,5700,1.5,0,3,7,0,1916,0,98103
9530100085,20150401T000000,790000.0,4,1.75,6137,1.5,0,4,7,130,1911,0,98107
7633400110,20150224T000000,270500.0,3,1.5,8613,1.0,0,4,7,300,1960,0,98032
2591730200,20140717T000000,249900.0,3,2.0,6404,1.0,0,3,7,0,1994,0,98038
8562770350,20141206T000000,615000.0,3,3.5,3326,2.0,0,3,8,1060,2005,0,98027
2591820070,20150428T000000,380000.0,3,2.5,8102,2.0,0,4,8,0,1986,0,98058
1231000520,20141118T000000,607010.0,4,2.5,4000,2.0,0,3,8,480,2002,0,98118
1651800010,20140702T000000,1300000.0,4,1.75,21600,1.0,0,4,8,0,1966,0,98004
1160000300,20150304T000000,453000.0,3,1.75,7200,1.0,0,3,7,450,1949,0,98125
952001660,20140916T000000,500000.0,4,1.5,5750,1.5,0,3,7,0,1915,0,98116
7893205080,20141007T000000,270000.0,3,1.5,7500,1.0,0,3,7,0,1962,0,98198
9278200131,20140804T000000,442000.0,4,1.5,6110,1.0,0,3,7,350,1955,0,98116
3521069146,20150330T000000,485000.0,3,2.5,70131,2.0,0,3,9,920,1994,0,98022
1125069153,20140822T000000,1525000.0,4,3.5,111078,2.0,0,3,11,0,2004,0,98053
114100354,20141212T000000,249000.0,3,1.0,10296,1.0,0,4,6,0,1950,0,98028
9542890100,20141229T000000,415000.0,2,2.25,2191,2.0,0,3,8,0,2010,0,98052
2068500210,20150409T000000,234300.0,3,1.0,9779,1.0,0,3,7,0,1963,0,98055
624110860,20150427T000000,1150000.0,4,3.5,20609,2.0,0,3,11,0,1990,0,98077
5649600464,20150327T000000,343000.0,2,1.5,1228,2.0,0,3,7,200,2007,0,98118
6209000165,20140724T000000,247500.0,4,1.75,7765,1.0,0,3,6,0,1936,1953,98146
3630200460,20150327T000000,790000.0,3,2.75,3600,2.0,0,3,9,0,2007,0,98029
3819500065,20141028T000000,290000.0,3,1.75,7980,1.0,0,3,7,0,1972,0,98028
3526039116,20141118T000000,549000.0,3,1.75,6130,1.0,0,4,8,880,1951,0,98117
325059287,20140910T000000,810000.0,4,2.5,8384,2.0,0,3,9,0,2014,0,98052
7227500020,20150123T000000,259950.0,3,1.0,5825,1.0,0,5,5,200,1942,0,98056
16000397,20141205T000000,189000.0,2,1.0,9850,1.0,0,4,7,0,1921,0,98002
7701990040,20140617T000000,840000.0,4,3.5,18334,2.0,0,3,10,740,1996,0,98077
3935900232,20150112T000000,237000.0,3,1.0,5546,1.0,0,2,6,0,1928,0,98125
